SowID,Treatment,FarrowDate,Onset,Piglet,End,FarrowTime,Induce,DueDate,GestationLength,TNB,SB,SB_perc,Start_H,Start_M,Start_Minutes,Finish_H,Finish_M,Finish_Minutes,Duration,Factor
12616,2,824,1899-12-31T07:58:00Z,1,1899-12-31T13:00:00Z,1900-01-01T05:02:00Z,0,823,116,17,0,0,07,58,478,13,00,780,302,1
12643,2,802,1899-12-31T12:10:00Z,1,1899-12-31T12:00:00Z,1899-12-31T23:50:00Z,0,802,115,19,1,0.05263157894736842,12,10,730,12,00,720,1430,1
12699,2,816,1899-12-31T07:52:00Z,1,1899-12-31T17:34:00Z,1900-01-01T09:42:00Z,0,815,116,21,3,0.14285714285714285,07,52,472,17,34,1054,582,1
12713,2,799,1899-12-31T22:25:00Z,1,1899-12-31T04:00:00Z,1899-12-31T05:35:00Z,0,798,116,18,5,0.2777777777777778,22,25,1345,04,00,240,335,1
12715,2,822,1899-12-31T09:14:00Z,1,1899-12-31T14:31:00Z,1900-01-01T05:17:00Z,0,820,117,18,0,0,09,14,554,14,31,871,317,1
12735,2,827,1899-12-31T01:09:00Z,1,1899-12-31T06:49:00Z,1900-01-01T05:40:00Z,0,826,116,20,8,0.4,01,09,69,06,49,409,340,1
12812,2,797,1899-12-31T17:48:00Z,1,1899-12-31T22:14:00Z,1900-01-01T04:26:00Z,0,798,114,15,0,0,17,48,1068,22,14,1334,266,1
12823,2,819,1899-12-31T20:04:00Z,1,1899-12-31T07:15:00Z,1899-12-31T11:11:00Z,0,820,114,19,0,0,20,04,1204,07,15,435,671,1
12824,2,809,1899-12-31T16:24:00Z,1,1899-12-31T20:29:00Z,1900-01-01T04:05:00Z,0,810,114,17,0,0,16,24,984,20,29,1229,245,1
12826,2,811,1899-12-31T11:09:00Z,1,1899-12-31T21:05:00Z,1900-01-01T09:56:00Z,0,809,117,17,1,0.058823529411764705,11,09,669,21,05,1265,596,1
12848,2,819,1899-12-31T12:27:00Z,1,1899-12-31T20:04:00Z,1900-01-01T07:37:00Z,0,820,114,19,1,0.05263157894736842,12,27,747,20,04,1204,457,1
12915,2,821,1899-12-31T07:49:00Z,1,1899-12-31T10:32:00Z,1900-01-01T02:43:00Z,0,819,117,13,0,0,07,49,469,10,32,632,163,1
12931,2,825,1899-12-31T10:10:00Z,1,1899-12-31T14:36:00Z,1900-01-01T04:26:00Z,0,825,115,18,1,0.05555555555555555,10,10,610,14,36,876,266,1
12957,2,827,1899-12-31T08:59:00Z,1,1899-12-31T11:01:00Z,1900-01-01T02:02:00Z,0,826,116,16,0,0,08,59,539,11,01,661,122,1
12979,2,828,1899-12-31T07:38:00Z,1,1899-12-31T18:47:00Z,1900-01-01T11:09:00Z,0,826,117,15,1,0.06666666666666667,07,38,458,18,47,1127,669,1
13118,2,823,1899-12-31T12:30:00Z,1,1899-12-31T17:11:00Z,1900-01-01T04:41:00Z,0,824,114,14,4,0.2857142857142857,12,30,750,17,11,1031,281,1
13145,2,825,1899-12-31T08:01:00Z,1,1899-12-31T13:03:00Z,1900-01-01T05:02:00Z,0,824,116,12,0,0,08,01,481,13,03,783,302,1
13211,2,828,1899-12-31T07:39:00Z,1,1899-12-31T13:07:00Z,1900-01-01T05:28:00Z,0,826,117,19,3,0.15789473684210525,07,39,459,13,07,787,328,1
13561,2,823,1899-12-31T15:33:00Z,1,1899-12-31T03:07:00Z,1899-12-31T11:34:00Z,0,823,115,15,2,0.13333333333333333,15,33,933,03,07,187,694,1
13564,2,812,1899-12-31T07:03:00Z,1,1899-12-31T14:12:00Z,1900-01-01T07:09:00Z,0,811,116,17,2,0.11764705882352941,07,03,423,14,12,852,429,1
13587,2,822,1899-12-31T19:59:00Z,1,1899-12-31T01:39:00Z,1899-12-31T05:40:00Z,0,822,115,19,0,0,19,59,1199,01,39,99,340,1
13709,2,805,1899-12-31T11:17:00Z,1,1899-12-31T15:37:00Z,1900-01-01T04:20:00Z,0,802,118,15,0,0,11,17,677,15,37,937,260,1
13823,2,805,1899-12-31T05:32:00Z,1,1899-12-31T09:31:00Z,1900-01-01T03:59:00Z,0,802,118,21,1,0.047619047619047616,05,32,332,09,31,571,239,1
13914,2,821,1899-12-31T16:37:00Z,1,1899-12-31T21:26:00Z,1900-01-01T04:49:00Z,0,819,117,12,1,0.08333333333333333,16,37,997,21,26,1286,289,1
13953,2,806,1899-12-31T08:13:00Z,1,1899-12-31T11:48:00Z,1900-01-01T03:35:00Z,0,805,116,19,1,0.05263157894736842,08,13,493,11,48,708,215,1
13967,2,797,1899-12-31T06:30:00Z,1,1899-12-31T14:49:00Z,1900-01-01T08:19:00Z,0,798,114,19,2,0.10526315789473684,06,30,390,14,49,889,499,1
13991,2,817,1899-12-31T06:45:00Z,1,1899-12-31T09:31:00Z,1900-01-01T02:46:00Z,0,817,115,14,0,0,06,45,405,09,31,571,166,1
14003,2,820,1899-12-31T13:49:00Z,1,1899-12-31T06:59:00Z,1899-12-31T17:10:00Z,0,817,118,16,0,0,13,49,829,06,59,419,1030,1
14007,2,830,1899-12-31T11:20:00Z,1,NA,1899-12-31T12:40:00Z,0,831,114,15,2,0.13333333333333333,11,20,680,NA,NA,NA,NA,1
14043,2,800,1899-12-31T14:34:00Z,1,1899-12-31T19:09:00Z,1900-01-01T04:35:00Z,0,798,117,18,1,0.05555555555555555,14,34,874,19,09,1149,275,1
14068,2,800,1899-12-31T02:00:00Z,1,1899-12-31T05:42:00Z,1900-01-01T03:42:00Z,0,799,116,15,1,0.06666666666666667,02,00,120,05,42,342,222,1
14082,2,809,1899-12-31T06:06:00Z,1,1899-12-31T09:33:00Z,1900-01-01T03:27:00Z,0,807,117,17,0,0,06,06,366,09,33,573,207,1
14101,2,806,1899-12-31T15:13:00Z,1,1899-12-31T19:42:00Z,1900-01-01T04:29:00Z,0,805,116,23,0,0,15,13,913,19,42,1182,269,1
14129,2,815,1899-12-31T11:22:00Z,1,1899-12-31T16:51:00Z,1900-01-01T05:29:00Z,0,812,118,16,3,0.1875,11,22,682,16,51,1011,329,1
14131,2,803,1899-12-31T09:18:00Z,1,1899-12-31T13:51:00Z,1900-01-01T04:33:00Z,0,800,118,17,0,0,09,18,558,13,51,831,273,1
14145,2,806,1899-12-31T22:07:00Z,1,1899-12-31T01:30:00Z,1899-12-31T03:23:00Z,0,805,116,21,0,0,22,07,1327,01,30,90,203,1
14150,2,805,1899-12-31T12:27:00Z,1,1899-12-31T14:52:00Z,1900-01-01T02:25:00Z,0,806,114,12,0,0,12,27,747,14,52,892,145,1
14165,2,815,1899-12-31T11:21:00Z,1,1899-12-31T16:00:00Z,1900-01-01T04:39:00Z,0,812,118,20,1,0.05,11,21,681,16,00,960,279,1
14182,2,801,1899-12-31T11:04:00Z,1,1899-12-31T14:51:00Z,1900-01-01T03:47:00Z,0,798,118,15,0,0,11,04,664,14,51,891,227,1
14189,2,814,1899-12-31T07:46:00Z,1,1899-12-31T12:57:00Z,1900-01-01T05:11:00Z,0,811,118,16,0,0,07,46,466,12,57,777,311,1
14208,2,819,1899-12-31T20:57:00Z,1,1899-12-31T00:56:00Z,1899-12-31T03:59:00Z,0,819,115,16,0,0,20,57,1257,00,56,56,239,1
14274,2,816,1899-12-31T05:53:00Z,1,1899-12-31T13:53:00Z,1900-01-01T08:00:00Z,0,812,119,21,3,0.14285714285714285,05,53,353,13,53,833,480,1
14278,2,828,1899-12-31T04:34:00Z,1,1899-12-31T11:25:00Z,1900-01-01T06:51:00Z,0,826,117,18,0,0,04,34,274,11,25,685,411,1
14293,2,820,1899-12-31T07:00:00Z,1,1899-12-31T11:00:00Z,1900-01-01T04:00:00Z,0,818,117,12,0,0,07,00,420,11,00,660,240,1
14304,2,814,1899-12-31T04:18:00Z,1,1899-12-31T10:15:00Z,1900-01-01T05:57:00Z,0,813,116,17,1,0.058823529411764705,04,18,258,10,15,615,357,1
14306,2,809,1899-12-31T15:49:00Z,1,1899-12-31T20:24:00Z,1900-01-01T04:35:00Z,0,810,114,14,1,0.07142857142857142,15,49,949,20,24,1224,275,1
14568,2,817,1899-12-31T06:15:00Z,1,1899-12-31T09:35:00Z,1900-01-01T03:20:00Z,0,814,118,19,4,0.21052631578947367,06,15,375,09,35,575,200,1
14983,2,813,1899-12-31T12:02:00Z,1,1899-12-31T16:15:00Z,1900-01-01T04:13:00Z,0,812,116,8,0,0,12,02,722,16,15,975,253,1
15047,2,812,1899-12-31T05:31:00Z,1,1899-12-31T12:49:00Z,1900-01-01T07:18:00Z,0,808,119,13,2,0.15384615384615385,05,31,331,12,49,769,438,1
15051,2,818,1899-12-31T08:20:00Z,1,1899-12-31T14:34:00Z,1900-01-01T06:14:00Z,0,818,115,17,2,0.11764705882352941,08,20,500,14,34,874,374,1
15129,2,817,1899-12-31T16:24:00Z,1,1899-12-31T23:48:00Z,1900-01-01T07:24:00Z,0,817,115,17,2,0.11764705882352941,16,24,984,23,48,1428,444,1
15142,2,818,1899-12-31T10:52:00Z,1,1899-12-31T14:38:00Z,1900-01-01T03:46:00Z,0,817,116,15,0,0,10,52,652,14,38,878,226,1
15152,2,818,1899-12-31T10:46:00Z,1,1899-12-31T21:37:00Z,1900-01-01T10:51:00Z,0,818,115,16,2,0.125,10,46,646,21,37,1297,651,1
15158,2,816,1899-12-31T16:17:00Z,1,1899-12-31T19:47:00Z,1900-01-01T03:30:00Z,0,817,114,19,1,0.05263157894736842,16,17,977,19,47,1187,210,1
15162,2,819,1899-12-31T16:35:00Z,1,1899-12-31T20:52:00Z,1900-01-01T04:17:00Z,0,818,116,16,3,0.1875,16,35,995,20,52,1252,257,1
15164,2,817,1899-12-31T03:55:00Z,1,1899-12-31T07:37:00Z,1900-01-01T03:42:00Z,0,817,115,13,4,0.3076923076923077,03,55,235,07,37,457,222,1
15180,2,830,1899-12-31T06:48:00Z,1,1899-12-31T08:31:00Z,1900-01-01T01:43:00Z,0,827,118,8,0,0,06,48,408,08,31,511,103,1
15188,2,810,1899-12-31T11:12:00Z,1,1899-12-31T16:39:00Z,1900-01-01T05:27:00Z,0,809,116,8,0,0,11,12,672,16,39,999,327,1
15201,2,819,1899-12-31T06:35:00Z,1,1899-12-31T10:17:00Z,1900-01-01T03:42:00Z,0,818,116,17,2,0.11764705882352941,06,35,395,10,17,617,222,1
15214,2,809,1899-12-31T06:00:00Z,1,1899-12-31T09:27:00Z,1900-01-01T03:27:00Z,0,808,116,20,0,0,06,00,360,09,27,567,207,1
15249,2,813,1899-12-31T05:25:00Z,1,1899-12-31T15:47:00Z,1900-01-01T10:22:00Z,0,812,116,16,1,0.0625,05,25,325,15,47,947,622,1
15271,2,827,1899-12-31T16:31:00Z,1,1899-12-31T23:44:00Z,1900-01-01T07:13:00Z,0,827,115,15,1,0.06666666666666667,16,31,991,23,44,1424,433,1
15275,2,827,1899-12-31T11:08:00Z,1,1899-12-31T16:30:00Z,1900-01-01T05:22:00Z,0,824,118,11,1,0.09090909090909091,11,08,668,16,30,990,322,1
15283,2,808,1899-12-31T22:51:00Z,1,1899-12-31T04:19:00Z,1899-12-31T05:28:00Z,0,808,115,15,0,0,22,51,1371,04,19,259,328,1
15296,2,814,1899-12-31T11:05:00Z,1,1899-12-31T12:52:00Z,1900-01-01T01:47:00Z,0,813,116,13,1,0.07692307692307693,11,05,665,12,52,772,107,1
4100,2,808,1899-12-31T06:39:00Z,2,1899-12-31T18:36:00Z,1899-12-31T11:57:00Z,0,808,115,20,3,0.15,06,39,399,18,36,1116,717,1
4181,2,828,1899-12-31T01:00:00Z,2,1899-12-31T07:40:00Z,1899-12-31T06:40:00Z,0,826,117,12,1,0.08333333333333333,01,00,60,07,40,460,400,1
4997,2,804,1899-12-31T21:55:00Z,2,1899-12-31T02:59:00Z,1899-12-31T05:04:00Z,0,806,113,14,0,0,21,55,1315,02,59,179,304,1
5290,2,825,1899-12-31T10:01:00Z,2,1899-12-31T14:00:00Z,1900-01-01T03:59:00Z,0,827,113,20,4,0.2,10,01,601,14,00,840,239,1
5292,2,796,1899-12-31T18:47:00Z,2,1899-12-31T21:41:00Z,1900-01-01T02:54:00Z,0,796,115,18,4,0.2222222222222222,18,47,1127,21,41,1301,174,1
5574,2,804,1899-12-31T04:41:00Z,2,1899-12-31T19:52:00Z,1900-01-01T15:11:00Z,0,805,114,19,0,0,04,41,281,19,52,1192,911,1
5587,2,798,1899-12-31T11:20:00Z,2,1899-12-31T15:42:00Z,1900-01-01T04:22:00Z,0,797,116,14,0,0,11,20,680,15,42,942,262,1
5662,2,827,1899-12-31T17:36:00Z,2,1899-12-31T01:00:00Z,1899-12-31T07:24:00Z,0,826,116,19,5,0.2631578947368421,17,36,1056,01,00,60,444,1
6066,2,811,1899-12-31T13:45:00Z,2,1899-12-31T06:34:00Z,1899-12-31T16:49:00Z,0,808,118,11,1,0.09090909090909091,13,45,825,06,34,394,1009,1
6075,2,806,1899-12-31T16:49:00Z,2,1899-12-31T20:26:00Z,1900-01-01T03:37:00Z,0,805,116,16,1,0.0625,16,49,1009,20,26,1226,217,1
6089,2,810,1899-12-31T16:29:00Z,2,1899-12-31T21:26:00Z,1900-01-01T04:57:00Z,0,807,118,17,1,0.058823529411764705,16,29,989,21,26,1286,297,1
6272,2,824,1899-12-31T04:37:00Z,2,1899-12-31T13:05:00Z,1900-01-01T08:28:00Z,0,824,115,16,2,0.125,04,37,277,13,05,785,508,1
6449,2,821,1899-12-31T15:47:00Z,2,1899-12-31T07:12:00Z,1899-12-31T15:25:00Z,0,818,118,11,0,0,15,47,947,07,12,432,925,1
7099,2,810,1899-12-31T08:36:00Z,2,1899-12-31T11:18:00Z,1900-01-01T02:42:00Z,0,808,117,12,0,0,08,36,516,11,18,678,162,1
7136,2,825,1899-12-31T19:40:00Z,2,1899-12-31T16:19:00Z,1899-12-31T20:39:00Z,0,824,116,19,5,0.2631578947368421,19,40,1180,16,19,979,1239,1
7306,2,809,1899-12-31T09:31:00Z,2,1899-12-31T14:02:00Z,1900-01-01T04:31:00Z,0,806,118,15,0,0,09,31,571,14,02,842,271,1
8711,2,812,1899-12-31T05:37:00Z,2,1899-12-31T11:14:00Z,1900-01-01T05:37:00Z,0,810,117,15,3,0.2,05,37,337,11,14,674,337,1
8743,2,816,1899-12-31T22:41:00Z,2,1899-12-31T08:45:00Z,1899-12-31T10:04:00Z,0,814,117,6,0,0,22,41,1361,08,45,525,604,1
10206,2,798,1899-12-31T19:39:00Z,2,1899-12-31T02:30:00Z,1899-12-31T06:51:00Z,0,797,116,17,2,0.11764705882352941,19,39,1179,02,30,150,411,1
10245,2,809,1899-12-31T19:19:00Z,2,1899-12-31T22:46:00Z,1900-01-01T03:27:00Z,0,809,115,15,1,0.06666666666666667,19,19,1159,22,46,1366,207,1
10348,2,811,1899-12-31T06:36:00Z,2,1899-12-31T09:59:00Z,1900-01-01T03:23:00Z,0,810,116,11,0,0,06,36,396,09,59,599,203,1
10408,2,809,1899-12-31T11:25:00Z,2,1899-12-31T13:51:00Z,1900-01-01T02:26:00Z,0,808,116,21,5,0.23809523809523808,11,25,685,13,51,831,146,1
10408,2,809,1899-12-31T01:24:00Z,2,1899-12-31T13:51:00Z,1900-01-01T12:27:00Z,0,808,116,21,5,0.23809523809523808,01,24,84,13,51,831,747,1
10449,2,819,1899-12-31T17:50:00Z,2,1899-12-31T11:42:00Z,1899-12-31T17:52:00Z,0,819,115,17,1,0.058823529411764705,17,50,1070,11,42,702,1072,1
11226,2,824,1899-12-31T11:08:00Z,2,1899-12-31T14:22:00Z,1900-01-01T03:14:00Z,0,824,115,17,2,0.11764705882352941,11,08,668,14,22,862,194,1
11236,2,820,1899-12-31T07:02:00Z,2,1899-12-31T14:50:00Z,1900-01-01T07:48:00Z,0,819,116,19,4,0.21052631578947367,07,02,422,14,50,890,468,1
12356,2,802,1899-12-31T23:52:00Z,2,1899-12-31T01:50:00Z,1899-12-31T01:58:00Z,0,800,117,14,0,0,23,52,1432,01,50,110,118,1
12587,2,803,1899-12-31T09:13:00Z,2,1899-12-31T15:00:00Z,1900-01-01T05:47:00Z,0,802,116,18,4,0.2222222222222222,09,13,553,15,00,900,347,1
12655,2,802,1899-12-31T16:19:00Z,2,1899-12-31T19:45:00Z,1900-01-01T03:26:00Z,0,802,115,16,1,0.0625,16,19,979,19,45,1185,206,1
12747,2,822,1899-12-31T01:49:00Z,2,1899-12-31T05:36:00Z,1900-01-01T03:47:00Z,0,821,116,13,3,0.23076923076923078,01,49,109,05,36,336,227,1
12782,2,821,1899-12-31T07:01:00Z,2,1899-12-31T09:10:00Z,1900-01-01T02:09:00Z,0,819,117,17,2,0.11764705882352941,07,01,421,09,10,550,129,1
12821,2,811,1899-12-31T11:07:00Z,2,1899-12-31T14:08:00Z,1900-01-01T03:01:00Z,0,812,114,17,1,0.058823529411764705,11,07,667,14,08,848,181,1
12923,2,811,1899-12-31T09:01:00Z,2,1899-12-31T14:00:00Z,1900-01-01T04:59:00Z,0,811,115,8,0,0,09,01,541,14,00,840,299,1
12952,2,805,1899-12-31T00:45:00Z,2,1899-12-31T04:24:00Z,1900-01-01T03:39:00Z,0,802,118,19,0,0,00,45,45,04,24,264,219,1
12954,2,823,1899-12-31T17:12:00Z,2,1899-12-31T02:10:00Z,1899-12-31T08:58:00Z,0,824,114,14,1,0.07142857142857142,17,12,1032,02,10,130,538,1
13224,2,818,1899-12-31T15:52:00Z,2,1899-12-31T21:41:00Z,1900-01-01T05:49:00Z,0,819,114,22,3,0.13636363636363635,15,52,952,21,41,1301,349,1
13672,2,821,1899-12-31T18:42:00Z,2,1899-12-31T22:51:00Z,1900-01-01T04:09:00Z,0,819,117,21,3,0.14285714285714285,18,42,1122,22,51,1371,249,1
14052,2,807,1899-12-31T06:02:00Z,2,1899-12-31T11:50:00Z,1900-01-01T05:48:00Z,0,807,115,25,0,0,06,02,362,11,50,710,348,1
14106,2,816,1899-12-31T15:25:00Z,2,1899-12-31T16:55:00Z,1900-01-01T01:30:00Z,0,814,117,13,1,0.07692307692307693,15,25,925,16,55,1015,90,1
14136,2,809,1899-12-31T06:05:00Z,2,1899-12-31T10:15:00Z,1900-01-01T04:10:00Z,0,806,118,15,3,0.2,06,05,365,10,15,615,250,1
14138,2,804,1899-12-31T15:53:00Z,2,1899-12-31T18:10:00Z,1900-01-01T02:17:00Z,0,802,117,11,1,0.09090909090909091,15,53,953,18,10,1090,137,1
14198,2,810,1899-12-31T17:29:00Z,2,1899-12-31T20:39:00Z,1900-01-01T03:10:00Z,0,809,116,18,0,0,17,29,1049,20,39,1239,190,1
14236,2,819,1899-12-31T05:06:00Z,2,1899-12-31T08:37:00Z,1900-01-01T03:31:00Z,0,816,118,14,2,0.14285714285714285,05,06,306,08,37,517,211,1
14262,2,828,1899-12-31T14:29:00Z,2,1899-12-31T18:37:00Z,1900-01-01T04:08:00Z,0,826,117,15,0,0,14,29,869,18,37,1117,248,1
15033,2,816,1899-12-31T13:54:00Z,2,1899-12-31T17:28:00Z,1900-01-01T03:34:00Z,0,814,117,12,0,0,13,54,834,17,28,1048,214,1
15039,2,813,1899-12-31T11:15:00Z,2,1899-12-31T17:02:00Z,1900-01-01T05:47:00Z,0,812,116,14,1,0.07142857142857142,11,15,675,17,02,1022,347,1
15044,2,817,1899-12-31T13:33:00Z,2,1899-12-31T19:07:00Z,1900-01-01T05:34:00Z,0,818,114,12,0,0,13,33,813,19,07,1147,334,1
15058,2,823,1899-12-31T19:00:00Z,2,1899-12-31T00:49:00Z,1899-12-31T05:49:00Z,0,821,117,14,0,0,19,00,1140,00,49,49,349,1
15080,2,810,1899-12-31T17:23:00Z,2,1899-12-31T05:11:00Z,1899-12-31T11:48:00Z,0,810,115,14,4,0.2857142857142857,17,23,1043,05,11,311,708,1
15105,2,819,1899-12-31T13:39:00Z,2,1899-12-31T17:03:00Z,1900-01-01T03:24:00Z,0,818,116,13,0,0,13,39,819,17,03,1023,204,1
15153,2,818,1899-12-31T06:59:00Z,2,1899-12-31T10:09:00Z,1900-01-01T03:10:00Z,0,817,116,19,1,0.05263157894736842,06,59,419,10,09,609,190,1
15156,2,821,1899-12-31T12:14:00Z,2,1899-12-31T14:40:00Z,1900-01-01T02:26:00Z,0,820,116,15,0,0,12,14,734,14,40,880,146,1
15160,2,813,1899-12-31T08:33:00Z,2,1899-12-31T12:02:00Z,1900-01-01T03:29:00Z,0,809,119,3,0,0,08,33,513,12,02,722,209,1
15212,2,809,1899-12-31T15:52:00Z,2,1899-12-31T20:37:00Z,1900-01-01T04:45:00Z,0,808,116,16,2,0.125,15,52,952,20,37,1237,285,1
15269,2,817,1899-12-31T15:42:00Z,2,1899-12-31T20:30:00Z,1900-01-01T04:48:00Z,0,817,115,16,4,0.25,15,42,942,20,30,1230,288,1
15284,2,810,1899-12-31T07:15:00Z,2,1899-12-31T12:46:00Z,1900-01-01T05:31:00Z,0,808,117,15,0,0,07,15,435,12,46,766,331,1
4010,2,809,1899-12-31T15:42:00Z,3,1899-12-31T19:20:00Z,1899-12-31T03:38:00Z,0,809,115,12,2,0.16666666666666666,15,42,942,19,20,1160,218,1
5773,2,797,1899-12-31T14:47:00Z,3,1899-12-31T01:31:00Z,1899-12-31T10:44:00Z,0,797,115,17,1,0.058823529411764705,14,47,887,01,31,91,644,1
6809,2,807,1899-12-31T20:30:00Z,3,1899-12-31T00:38:00Z,1899-12-31T04:08:00Z,0,805,117,21,5,0.23809523809523808,20,30,1230,00,38,38,248,1
6860,2,821,1899-12-31T13:15:00Z,3,1899-12-31T16:00:00Z,1900-01-01T02:45:00Z,0,819,117,13,2,0.15384615384615385,13,15,795,16,00,960,165,1
7899,2,797,1899-12-31T14:36:00Z,3,1899-12-31T17:41:00Z,1900-01-01T03:05:00Z,0,796,116,17,0,0,14,36,876,17,41,1061,185,1
8070,2,804,1899-12-31T07:00:00Z,3,1899-12-31T15:50:00Z,1900-01-01T08:50:00Z,0,801,118,20,3,0.15,07,00,420,15,50,950,530,1
8098,2,809,1899-12-31T16:30:00Z,3,1899-12-31T02:16:00Z,1899-12-31T09:46:00Z,0,808,116,15,1,0.06666666666666667,16,30,990,02,16,136,586,1
9231,2,811,1899-12-31T06:15:00Z,3,1899-12-31T09:10:00Z,1900-01-01T02:55:00Z,0,808,118,10,1,0.1,06,15,375,09,10,550,175,1
9580,2,825,1899-12-31T16:01:00Z,3,1899-12-31T21:45:00Z,1900-01-01T05:44:00Z,0,824,116,20,0,0,16,01,961,21,45,1305,344,1
10230,2,817,1899-12-31T13:34:00Z,3,1899-12-31T15:45:00Z,1900-01-01T02:11:00Z,0,818,114,12,0,0,13,34,814,15,45,945,131,1
12681,2,827,1899-12-31T04:21:00Z,3,1899-12-31T11:02:00Z,1900-01-01T06:41:00Z,0,826,116,14,1,0.07142857142857142,04,21,261,11,02,662,401,1
12704,2,803,1899-12-31T21:46:00Z,3,1899-12-31T07:41:00Z,1899-12-31T09:55:00Z,0,805,113,15,3,0.2,21,46,1306,07,41,461,595,1
12726,2,812,1899-12-31T01:43:00Z,3,1899-12-31T05:31:00Z,1900-01-01T03:48:00Z,0,808,119,16,2,0.125,01,43,103,05,31,331,228,1
12742,2,830,1899-12-31T08:05:00Z,3,1899-12-31T11:14:00Z,1900-01-01T03:09:00Z,0,829,116,22,1,0.045454545454545456,08,05,485,11,14,674,189,1
12773,2,820,1899-12-31T14:28:00Z,3,1899-12-31T17:41:00Z,1900-01-01T03:13:00Z,0,819,116,18,2,0.1111111111111111,14,28,868,17,41,1061,193,1
12775,2,821,1899-12-31T09:03:00Z,3,1899-12-31T11:43:00Z,1900-01-01T02:40:00Z,0,820,116,15,0,0,09,03,543,11,43,703,160,1
12953,2,808,1899-12-31T06:15:00Z,3,1899-12-31T12:57:00Z,1900-01-01T06:42:00Z,0,806,117,14,0,0,06,15,375,12,57,777,402,1
13131,2,797,1899-12-31T21:56:00Z,3,1899-12-31T03:33:00Z,1899-12-31T05:37:00Z,0,795,117,19,2,0.10526315789473684,21,56,1316,03,33,213,337,1
13771,2,795,1899-12-31T23:46:00Z,3,1899-12-31T04:20:00Z,1899-12-31T04:34:00Z,0,795,115,15,3,0.2,23,46,1426,04,20,260,274,1
13777,2,809,1899-12-31T18:01:00Z,3,1899-12-31T21:42:00Z,1900-01-01T03:41:00Z,0,810,114,17,0,0,18,01,1081,21,42,1302,221,1
13850,2,807,1899-12-31T05:40:00Z,3,1899-12-31T09:45:00Z,1900-01-01T04:05:00Z,0,805,117,15,0,0,05,40,340,09,45,585,245,1
14049,2,802,1899-12-31T06:43:00Z,3,1899-12-31T11:32:00Z,1900-01-01T04:49:00Z,0,800,117,18,2,0.1111111111111111,06,43,403,11,32,692,289,1
14195,2,819,1899-12-31T14:28:00Z,3,1899-12-31T06:10:00Z,1899-12-31T15:42:00Z,0,820,114,19,1,0.05263157894736842,14,28,868,06,10,370,942,1
14263,2,814,1899-12-31T04:41:00Z,3,1899-12-31T06:51:00Z,1900-01-01T02:10:00Z,0,811,118,17,0,0,04,41,281,06,51,411,130,1
15028,2,818,1899-12-31T11:20:00Z,3,1899-12-31T15:06:00Z,1900-01-01T03:46:00Z,0,819,114,14,0,0,11,20,680,15,06,906,226,1
15088,2,816,1899-12-31T13:05:00Z,3,1899-12-31T18:37:00Z,1900-01-01T05:32:00Z,0,817,114,15,1,0.06666666666666667,13,05,785,18,37,1117,332,1
15232,2,828,1899-12-31T06:14:00Z,3,1899-12-31T15:28:00Z,1900-01-01T09:14:00Z,0,827,116,18,1,0.05555555555555555,06,14,374,15,28,928,554,1
15238,2,829,1899-12-31T05:46:00Z,3,1899-12-31T14:50:00Z,1900-01-01T09:04:00Z,0,827,117,17,0,0,05,46,346,14,50,890,544,1
8054,2,812,1899-12-31T20:57:00Z,4,1899-12-31T05:05:00Z,1899-12-31T08:08:00Z,0,810,117,16,1,0.0625,20,57,1257,05,05,305,488,1
8144,2,796,1899-12-31T15:28:00Z,4,1899-12-31T01:57:00Z,1899-12-31T10:29:00Z,0,796,115,18,3,0.16666666666666666,15,28,928,01,57,117,629,1
9202,2,811,1899-12-31T23:22:00Z,4,1899-12-31T05:40:00Z,1899-12-31T06:18:00Z,0,809,117,22,2,0.09090909090909091,23,22,1402,05,40,340,378,1
9454,2,814,1899-12-31T05:30:00Z,4,1899-12-31T09:01:00Z,1900-01-01T03:31:00Z,0,811,118,20,3,0.15,05,30,330,09,01,541,211,1
10438,2,821,1899-12-31T13:15:00Z,4,1899-12-31T16:37:00Z,1900-01-01T03:22:00Z,0,819,117,17,1,0.058823529411764705,13,15,795,16,37,997,202,1
10461,2,827,1899-12-31T01:58:00Z,4,1899-12-31T20:15:00Z,1900-01-01T18:17:00Z,0,824,118,17,1,0.058823529411764705,01,58,118,20,15,1215,1097,1
12816,2,822,1899-12-31T23:45:00Z,4,1899-12-31T06:41:00Z,1899-12-31T06:56:00Z,0,823,114,18,4,0.2222222222222222,23,45,1425,06,41,401,416,1
12875,2,824,1899-12-31T04:38:00Z,4,1899-12-31T11:05:00Z,1900-01-01T06:27:00Z,0,825,114,22,3,0.13636363636363635,04,38,278,11,05,665,387,1
13146,2,822,1899-12-31T19:53:00Z,4,1899-12-31T00:49:00Z,1899-12-31T04:56:00Z,0,820,117,17,1,0.058823529411764705,19,53,1193,00,49,49,296,1
14056,2,796,1899-12-31T18:31:00Z,4,1899-12-31T01:02:00Z,1899-12-31T06:31:00Z,0,794,117,16,1,0.0625,18,31,1111,01,02,62,391,1
15024,2,818,1899-12-31T13:15:00Z,4,1899-12-31T19:50:00Z,1900-01-01T06:35:00Z,0,814,119,10,1,0.1,13,15,795,19,50,1190,395,1
15064,2,819,1899-12-31T12:27:00Z,4,1899-12-31T15:58:00Z,1900-01-01T03:31:00Z,0,820,114,17,0,0,12,27,747,15,58,958,211,1
